Time	TOPUP1T5G:rdEffBoostRraw []	TOPUP2T5G:rdEffBoostRraw []	TOPUPCC:rdCur [mA]	PAHB:sDelay [ns]	PAHB:pDelay [ns]
06/21/2019 17:46:19.724999905	0.8382997473555015	0.8631425630050997	0.0	0.0	-0.07039055999999999
06/21/2019 17:46:21.710000038	0.8382997473555015	0.8631425630050997	0.0	0.0	-0.07039055999999999
06/21/2019 17:46:21.802999973	0.8382997473555015	0.8631425630050997	0.0	0.0	-0.07039055999999999
06/21/2019 17:46:53.312999964	0.8382997473555015	0.8631425630050997	0.0	0.0	-0.07039055999999999
06/21/2019 17:47:59.779000044	0.8382997473555015	0.8631425630050997	0.0	0.0	-0.07039055999999999
06/21/2019 17:48:09.730000019	0.8382997473555015	0.8631425630050997	2.0735371112823222E-4	0.0	-0.07039055999999999
06/21/2019 17:48:10.736000061	0.8382997473555015	0.8631425630050997	0.0	0.0	-0.07039055999999999
06/21/2019 17:48:14.759000063	0.8382997473555015	0.8631425630050997	8.823755383491252E-5	0.0	-0.07039055999999999
06/21/2019 17:48:15.765000105	0.8382997473555015	0.8631425630050997	8.341338038444493E-4	0.0	-0.07039055999999999
06/21/2019 17:48:16.770999908	0.8382997473555015	0.8631425630050997	6.189982891082737E-4	0.0	-0.07039055999999999
06/21/2019 17:48:17.776999950	0.8382997473555015	0.8631425630050997	6.435852050781224E-4	0.0	-0.07039055999999999
06/21/2019 17:48:18.782999992	0.8382997473555015	0.8631425630050997	0.0	0.0	-0.07039055999999999
06/21/2019 17:48:19.788000107	0.847235528803101	0.8631425630050997	0.0	0.0	-0.07039055999999999
06/21/2019 17:48:19.788000107	0.847235528803101	0.8631425630050997	0.14678923818469047	0.0	-0.07039055999999999
06/21/2019 17:48:19.789999962	0.847235528803101	0.8602067359063197	0.14678923818469047	0.0	-0.07039055999999999
06/21/2019 17:48:20.793999910	0.847235528803101	0.8602067359063197	0.14706826242804527	0.0	-0.07039055999999999
06/21/2019 17:48:21.809000015	0.847235528803101	0.8093501228569782	0.14706826242804527	0.0	-0.07039055999999999
06/21/2019 17:48:21.809000015	0.847235528803101	0.8093501228569782	0.3245252597630024	0.0	-0.07039055999999999
06/21/2019 17:48:21.809999943	0.8048113609986585	0.8093501228569782	0.3245252597630024	0.0	-0.07039055999999999
06/21/2019 17:48:22.805999994	0.8048113609986585	0.8093501228569782	0.32450579512119293	0.0	-0.07039055999999999
06/21/2019 17:48:23.811000109	0.8566629837442035	0.8093501228569782	0.32450579512119293	0.0	-0.07039055999999999
06/21/2019 17:48:23.812000036	0.8566629837442035	0.8093501228569782	0.46932226452231407	0.0	-0.07039055999999999
06/21/2019 17:48:23.812000036	0.8566629837442035	0.8716072368198661	0.46932226452231407	0.0	-0.07039055999999999
06/21/2019 17:48:24.818000078	0.8566629837442035	0.8716072368198661	0.4682923148870468	0.0	-0.07039055999999999
06/21/2019 17:48:25.822999954	0.8254068518222775	0.8716072368198661	0.4682923148870468	0.0	-0.07039055999999999
06/21/2019 17:48:25.823999882	0.8254068518222775	0.8716072368198661	0.6830373260676861	0.0	-0.07039055999999999
06/21/2019 17:48:25.825999975	0.8254068518222775	0.8326638282779981	0.6830373260676861	0.0	-0.07039055999999999
06/21/2019 17:48:26.671999931	0.8254068518222775	0.8326638282779981	0.6830373260676861	0.05	-0.07039055999999999
06/21/2019 17:48:26.829999924	0.8254068518222775	0.8326638282779981	0.6831657554507256	0.05	-0.07039055999999999
06/21/2019 17:48:27.711999893	0.8254068518222775	0.8326638282779981	0.6831657554507256	0.05	-0.052439519999999996
06/21/2019 17:48:27.736999989	0.8254068518222775	0.8267123769457122	0.6831657554507256	0.05	-0.052439519999999996
06/21/2019 17:48:27.737999916	0.8254068518222775	0.8267123769457122	0.8274811733067036	0.05	-0.052439519999999996
06/21/2019 17:48:27.835999966	0.8089642307435205	0.8267123769457122	0.8274811733067036	0.05	-0.052439519999999996
06/21/2019 17:48:28.111999989	0.8089642307435205	0.8267123769457122	0.8274811733067036	0.05	-0.039951839999999995
06/21/2019 17:48:28.512000084	0.8089642307435205	0.8267123769457122	0.8274811733067036	0.05	-0.031678752
06/21/2019 17:48:28.744999886	0.8089642307435205	0.8267123769457122	0.8262572291791439	0.05	-0.031678752
06/21/2019 17:48:28.911999941	0.8089642307435205	0.8267123769457122	0.8262572291791439	0.05	-0.026761728
06/21/2019 17:48:29.746000051	0.8089642307435205	0.8267123769457122	0.9769031259715557	0.05	-0.026761728
06/21/2019 17:48:29.746999979	0.8089642307435205	0.875863063891319	0.9769031259715557	0.05	-0.026761728
06/21/2019 17:48:29.848000050	0.8574264801387196	0.875863063891319	0.9769031259715557	0.05	-0.026761728
06/21/2019 17:48:30.753000021	0.8574264801387196	0.875863063891319	0.9768481779396534	0.05	-0.026761728
06/21/2019 17:48:31.757999897	0.8574264801387196	0.875863063891319	1.1321416537761688	0.05	-0.026761728
06/21/2019 17:48:31.757999897	0.8574264801387196	0.8779625999851407	1.1321416537761688	0.05	-0.026761728
06/21/2019 17:48:31.859999895	0.8632847813202007	0.8779625999851407	1.1321416537761688	0.05	-0.026761728
06/21/2019 17:48:32.681999922	0.8632847813202007	0.8779625999851407	1.1321416537761688	0.1	-0.026761728
06/21/2019 17:48:32.763999939	0.8632847813202007	0.8779625999851407	1.1323451477587223	0.1	-0.026761728
06/21/2019 17:48:33.312000036	0.8632847813202007	0.8779625999851407	1.1323451477587223	0.1	-0.004986335999999999
06/21/2019 17:48:33.668999910	0.8187930064976875	0.8779625999851407	1.1323451477587223	0.1	-0.004986335999999999
06/21/2019 17:48:33.711999893	0.8187930064976875	0.8779625999851407	1.1323451477587223	0.1	0.00999888
06/21/2019 17:48:33.769999981	0.8187930064976875	0.8779625999851407	1.2777494679689407	0.1	0.00999888
06/21/2019 17:48:33.769999981	0.8187930064976875	0.835459671950326	1.2777494679689407	0.1	0.00999888
06/21/2019 17:48:34.111999989	0.8187930064976875	0.835459671950326	1.2777494679689407	0.1	0.019130496
06/21/2019 17:48:34.512000084	0.8187930064976875	0.835459671950326	1.2777494679689407	0.1	0.02443776
06/21/2019 17:48:34.776000023	0.8187930064976875	0.835459671950326	1.2775989662408829	0.1	0.02443776
06/21/2019 17:48:34.921999931	0.8187930064976875	0.835459671950326	1.2775989662408829	0.1	0.026076768
06/21/2019 17:48:35.782000065	0.8187930064976875	0.835459671950326	1.4168189320266247	0.1	0.026076768
06/21/2019 17:48:35.782000065	0.8187930064976875	0.8447048070148195	1.4168189320266247	0.1	0.026076768
06/21/2019 17:48:35.881000042	0.8256092217997915	0.8447048070148195	1.4168189320266247	0.1	0.026076768
06/21/2019 17:48:36.788000107	0.8256092217997915	0.8447048070148195	1.4186543825566769	0.1	0.026076768
06/21/2019 17:48:37.694999933	0.8362433512108538	0.8447048070148195	1.4186543825566769	0.1	0.026076768
06/21/2019 17:48:37.792999983	0.8362433512108538	0.8447048070148195	1.554448571383953	0.1	0.026076768
06/21/2019 17:48:37.798000097	0.8362433512108538	0.8302078096636377	1.554448571383953	0.1	0.026076768
06/21/2019 17:48:38.681999922	0.8362433512108538	0.8302078096636377	1.554448571383953	0.15000000000000002	0.026076768
06/21/2019 17:48:38.799000025	0.8362433512108538	0.8302078096636377	1.5533142204880714	0.15000000000000002	0.026076768
06/21/2019 17:48:39.312000036	0.8362433512108538	0.8302078096636377	1.5533142204880714	0.15000000000000002	0.046603392
06/21/2019 17:48:39.711999893	0.8362433512108538	0.8302078096636377	1.5533142204880714	0.15000000000000002	0.062212991999999995
06/21/2019 17:48:39.806999922	0.8362433512108538	0.8702621869891265	1.5533142204880714	0.15000000000000002	0.062212991999999995
06/21/2019 17:48:39.806999922	0.8362433512108538	0.8702621869891265	1.687181316643953	0.15000000000000002	0.062212991999999995
06/21/2019 17:48:39.907000065	0.8490559681467913	0.8702621869891265	1.687181316643953	0.15000000000000002	0.062212991999999995
06/21/2019 17:48:40.111999989	0.8490559681467913	0.8702621869891265	1.687181316643953	0.15000000000000002	0.071578752
06/21/2019 17:48:40.512000084	0.8490559681467913	0.8702621869891265	1.687181316643953	0.15000000000000002	0.076886016
06/21/2019 17:48:40.811000109	0.8490559681467913	0.8702621869891265	1.6872643906176088	0.15000000000000002	0.076886016
06/21/2019 17:48:40.911999941	0.8490559681467913	0.8702621869891265	1.6872643906176088	0.15000000000000002	0.07829088
06/21/2019 17:48:41.716000080	0.7851486239455591	0.8702621869891265	1.6872643906176088	0.15000000000000002	0.07829088
06/21/2019 17:48:41.816999912	0.7851486239455591	0.8702621869891265	1.8408752459585664	0.15000000000000002	0.07829088
06/21/2019 17:48:41.816999912	0.7851486239455591	0.7997692142637589	1.8408752459585664	0.15000000000000002	0.07829088
06/21/2019 17:48:42.822000027	0.7851486239455591	0.7997692142637589	1.8410251888930795	0.15000000000000002	0.07829088
06/21/2019 17:48:43.727999926	0.7697180405528503	0.7997692142637589	1.8410251888930795	0.15000000000000002	0.07829088
06/21/2019 17:48:43.828999996	0.7697180405528503	0.7955413681686256	1.8410251888930795	0.15000000000000002	0.07829088
06/21/2019 17:48:43.828999996	0.7697180405528503	0.7955413681686256	1.9704086187779901	0.15000000000000002	0.07829088
06/21/2019 17:48:44.688999891	0.7697180405528503	0.7955413681686256	1.9704086187779901	0.2	0.07829088
06/21/2019 17:48:44.834000111	0.7697180405528503	0.7955413681686256	1.9683041091561315	0.2	0.07829088
06/21/2019 17:48:45.319000006	0.7697180405528503	0.7955413681686256	1.9683041091561315	0.2	0.09873945599999999
06/21/2019 17:48:45.719000101	0.7697180405528503	0.7955413681686256	1.9683041091561315	0.2	0.11403686399999999
06/21/2019 17:48:45.737999916	0.7920471619530042	0.7955413681686256	1.9683041091561315	0.2	0.11403686399999999
06/21/2019 17:48:45.848000050	0.7920471619530042	0.7955413681686256	2.0937756116986272	0.2	0.11403686399999999
06/21/2019 17:48:45.852999926	0.7920471619530042	0.8374506529621847	2.0937756116986272	0.2	0.11403686399999999
06/21/2019 17:48:46.118999958	0.7920471619530042	0.8374506529621847	2.0937756116986272	0.2	0.12379286399999999
06/21/2019 17:48:46.519000053	0.7920471619530042	0.8374506529621847	2.0937756116986272	0.2	0.129334272
06/21/2019 17:48:46.845999956	0.7920471619530042	0.8374506529621847	2.0943669084012506	0.2	0.129334272
06/21/2019 17:48:46.918999910	0.7920471619530042	0.8374506529621847	2.0943669084012506	0.2	0.130817184
06/21/2019 17:48:47.750999928	0.6660572674200336	0.8374506529621847	2.0943669084012506	0.2	0.130817184
06/21/2019 17:48:47.851000071	0.6660572674200336	0.6877769558488103	2.0943669084012506	0.2	0.130817184
06/21/2019 17:48:47.855000019	0.6660572674200336	0.6877769558488103	2.203817427486181	0.2	0.130817184
06/21/2019 17:48:48.858000040	0.6660572674200336	0.6877769558488103	2.20250584590435	0.2	0.130817184
06/21/2019 17:48:49.661000013	0.6410535324742925	0.6877769558488103	2.20250584590435	0.2	0.130817184
06/21/2019 17:48:49.868999958	0.6410535324742925	0.6877769558488103	2.3031548078656194	0.2	0.130817184
06/21/2019 17:48:49.871000051	0.6410535324742925	0.6700675624120562	2.3031548078656194	0.2	0.130817184
06/21/2019 17:48:50.698999882	0.6410535324742925	0.6700675624120562	2.3031548078656194	0.25	0.130817184
06/21/2019 17:48:50.869999886	0.6410535324742925	0.6700675624120562	2.303627454072237	0.25	0.130817184
06/21/2019 17:48:51.319000006	0.6410535324742925	0.6700675624120562	2.303627454072237	0.25	0.151421856
06/21/2019 17:48:51.673000097	0.6465462781805804	0.6700675624120562	2.303627454072237	0.25	0.151421856
06/21/2019 17:48:51.719000101	0.6465462781805804	0.6700675624120562	2.303627454072237	0.25	0.16671926399999998
06/21/2019 17:48:51.875000000	0.6465462781805804	0.6626127520525272	2.303627454072237	0.25	0.16671926399999998
06/21/2019 17:48:51.875999928	0.6465462781805804	0.6626127520525272	2.4177588004171846	0.25	0.16671926399999998
06/21/2019 17:48:52.118999958	0.6465462781805804	0.6626127520525272	2.4177588004171846	0.25	0.175772832
06/21/2019 17:48:52.519000053	0.6465462781805804	0.6626127520525272	2.4177588004171846	0.25	0.18170448
06/21/2019 17:48:52.881999969	0.6465462781805804	0.6626127520525272	2.417874936342239	0.25	0.18170448
06/21/2019 17:48:52.918999910	0.6465462781805804	0.6626127520525272	2.417874936342239	0.25	0.18303129599999998
06/21/2019 17:48:53.684000015	0.512352584915474	0.6626127520525272	2.417874936342239	0.25	0.18303129599999998
06/21/2019 17:48:53.890000105	0.512352584915474	0.6626127520525272	2.499072201877832	0.25	0.18303129599999998
06/21/2019 17:48:53.891000032	0.512352584915474	0.5276921893153425	2.499072201877832	0.25	0.18303129599999998
06/21/2019 17:48:54.694999933	0.512352584915474	0.5276921893153425	2.499987040042877	0.25	0.18303129599999998
06/21/2019 17:48:55.697999954	0.4798276595871572	0.5276921893153425	2.499987040042877	0.25	0.18303129599999998
06/21/2019 17:48:55.898000002	0.4798276595871572	0.5276921893153425	2.5791417289078233	0.25	0.18303129599999998
06/21/2019 17:48:55.901000023	0.4798276595871572	0.4821619871059509	2.5791417289078233	0.25	0.18303129599999998
06/21/2019 17:48:56.719000101	0.4798276595871572	0.4821619871059509	2.5791417289078233	0.3	0.18303129599999998
06/21/2019 17:48:56.904999971	0.4798276595871572	0.4821619871059509	2.579457819789648	0.3	0.18303129599999998
06/21/2019 17:48:57.319000006	0.4798276595871572	0.4821619871059509	2.579457819789648	0.3	0.20184086399999998
06/21/2019 17:48:57.611999989	0.4798276595871572	0.4821619871059509	2.6585112738907335	0.3	0.20184086399999998
06/21/2019 17:48:57.614000082	0.4798276595871572	0.4925387456090584	2.6585112738907335	0.3	0.20184086399999998
06/21/2019 17:48:57.716000080	0.4766697633799364	0.4925387456090584	2.6585112738907335	0.3	0.20184086399999998
06/21/2019 17:48:57.719000101	0.4766697633799364	0.4925387456090584	2.6585112738907335	0.3	0.217918752
06/21/2019 17:48:58.118999958	0.4766697633799364	0.4925387456090584	2.6585112738907335	0.3	0.22767475199999998
06/21/2019 17:48:58.519000053	0.4766697633799364	0.4925387456090584	2.6585112738907335	0.3	0.2336064
06/21/2019 17:48:58.816999912	0.4766697633799364	0.4925387456090584	2.6587503443956373	0.3	0.2336064
06/21/2019 17:48:58.918999910	0.4766697633799364	0.4925387456090584	2.6587503443956373	0.3	0.23563564799999998
06/21/2019 17:48:59.720000029	0.27659632454409266	0.4925387456090584	2.6587503443956373	0.3	0.23563564799999998
06/21/2019 17:48:59.822000027	0.27659632454409266	0.28707388377115695	2.6587503443956373	0.3	0.23563564799999998
06/21/2019 17:48:59.822000027	0.27659632454409266	0.28707388377115695	2.707946900606155	0.3	0.23563564799999998
06/21/2019 17:49:00.627000093	0.27659632454409266	0.28707388377115695	2.7074368152320383	0.3	0.23563564799999998
06/21/2019 17:49:01.730999947	0.26689211726758394	0.28707388377115695	2.7074368152320383	0.3	0.23563564799999998
06/21/2019 17:49:01.832999945	0.26689211726758394	0.2717077568845135	2.7074368152320383	0.3	0.23563564799999998
06/21/2019 17:49:01.832999945	0.26689211726758394	0.2717077568845135	2.750483010292053	0.3	0.23563564799999998
06/21/2019 17:49:02.719000101	0.26689211726758394	0.2717077568845135	2.750483010292053	0.35	0.23563564799999998
06/21/2019 17:49:02.842999935	0.26689211726758394	0.2717077568845135	2.7515789906978605	0.35	0.23563564799999998
06/21/2019 17:49:03.319000006	0.26689211726758394	0.2717077568845135	2.7515789906978605	0.35	0.254211072
06/21/2019 17:49:03.719000101	0.26689211726758394	0.2717077568845135	2.7515789906978605	0.35	0.27028895999999997
06/21/2019 17:49:03.743000031	0.27503872839788995	0.2717077568845135	2.7515789906978605	0.35	0.27028895999999997
06/21/2019 17:49:03.845000029	0.27503872839788995	0.2717077568845135	2.7984578575491903	0.35	0.27028895999999997
06/21/2019 17:49:03.845000029	0.27503872839788995	0.2672156832107117	2.7984578575491903	0.35	0.27028895999999997
06/21/2019 17:49:04.118999958	0.27503872839788995	0.2672156832107117	2.7984578575491903	0.35	0.280123008
06/21/2019 17:49:04.519000053	0.27503872839788995	0.2672156832107117	2.7984578575491903	0.35	0.285352224
06/21/2019 17:49:04.650000095	0.27503872839788995	0.2672156832107117	2.7984062622785566	0.35	0.285352224
06/21/2019 17:49:04.928999901	0.27503872839788995	0.2672156832107117	2.7984062622785566	0.35	0.287927808
06/21/2019 17:49:05.756000042	0.09371727548466041	0.2672156832107117	2.7984062622785566	0.35	0.287927808
06/21/2019 17:49:05.857000113	0.09371727548466041	0.2672156832107117	2.81745376470685	0.35	0.287927808
