Time	TOPUPCC:rdCur [mA]	TOPUPCC:rdCurrentB [mA]	PAHB:sDelay [ns]	PAHB:pDelay [ns]	TOPUPCC:rdEffBoostRraw [%]	TOPUP1T5G:rdEffBoostRraw []	TOPUP2T5G:rdEffBoostRraw []	LINAC1C:rdHVS_C [µA]	
09/04/2017 07:11:34.776877	4.41971	0.559693	0.15	0.0783689	-1	-1	-1	-3.81947	
09/04/2017 07:11:35.276261	4.46176	0.558701	0.15	0.0783689	-1	-1	-1	-3.99307	
09/04/2017 07:11:35.775988	4.46176	0.558701	0.15	0.0783689	-1	-1	-1	-3.81947	
09/04/2017 07:11:36.275751	4.46571	0.550617	0.15	0.0783689	-1	-1	-1	-3.81947	
09/04/2017 07:11:36.775135	4.46571	0.547266	0.15	0.0783689	-1	-1	-1	-3.81947	
09/04/2017 07:11:37.275042	4.51069	0.547266	0.15	0.0783689	-1	-1	0.228835	-3.81947	
09/04/2017 07:11:37.774353	4.51069	0.549975	0.15	0.0783689	22.6717	0.226717	0.228835	-3.99307	
09/04/2017 07:11:38.273721	4.51754	0.556263	0.15	0.0783689	22.6717	0.226717	0.228835	-3.99307	
09/04/2017 07:11:38.772794	4.51754	0.560642	0.15	0.0783689	22.6717	0.226717	0.228835	-3.99307	
09/04/2017 07:11:39.272653	4.55801	0.547932	0.2	0.0783689	-1	0.226717	-1	-3.99307	
09/04/2017 07:11:39.771979	4.55801	0.547932	0.2	0.114115	-1	-1	-1	-3.99307	
09/04/2017 07:11:40.271115	4.56202	0.550662	0.2	0.123793	-1	-1	-1	-3.99307	
09/04/2017 07:11:40.770905	4.56202	0.550662	0.2	0.128788	-1	-1	-1	-3.81947	
09/04/2017 07:11:41.270163	4.58492	0.556444	0.2	0.130895	-1	-1	-1	-3.81947	
09/04/2017 07:11:41.769888	4.58492	0.556444	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:42.269234	4.58681	0.31372	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:42.768527	4.58681	0.31372	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:43.267682	4.60152	0.3169	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:43.766955	4.60152	0.548396	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:44.266864	4.60302	0.531536	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:44.766153	4.60302	0.529656	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:45.265962	4.61631	0.529656	0.2	0.130895	-1	-1	-1	-3.81947	
09/04/2017 07:11:45.765373	4.61631	0.563029	0.2	0.130895	-1	-1	-1	-3.81947	
09/04/2017 07:11:46.265192	4.61975	0.557493	0.2	0.130895	-1	-1	-1	-3.81947	
09/04/2017 07:11:46.764414	4.61975	0.555245	0.2	0.130895	-1	-1	-1	-3.81947	
09/04/2017 07:11:47.264216	4.61975	0.540783	0.2	0.130895	-1	-1	-1	-3.81947	
09/04/2017 07:11:47.764181	4.63309	0.539689	0.2	0.130895	-1	-1	-1	-3.81947	
09/04/2017 07:11:48.263471	4.63309	0.539689	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:48.762560	4.63541	0.552169	0.2	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:49.261745	4.63541	0.553637	0.25	0.130895	-1	-1	-1	-3.99307	
09/04/2017 07:11:49.761003	4.64944	0.563441	0.25	0.166719	-1	-1	-1	-3.81947	
09/04/2017 07:11:50.260116	4.64944	0.552329	0.25	0.175695	-1	-1	-1	-3.99307	
09/04/2017 07:11:50.759926	4.65085	0.550361	0.25	0.181236	-1	-1	-1	-3.81947	
09/04/2017 07:11:51.258991	4.65085	0.550361	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:51.758908	4.65828	0.562545	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:52.257914	4.65828	0.549797	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:52.757740	4.65978	0.548482	0.25	0.183265	-1	-1	-1	-3.99307	
09/04/2017 07:11:53.257347	4.65978	0.536379	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:53.756474	4.66194	0.536379	0.25	0.183265	-1	-1	-1	-3.99307	
09/04/2017 07:11:54.255769	4.66194	0.538894	0.25	0.183265	-1	-1	-1	-3.99307	
09/04/2017 07:11:54.755601	4.66438	0.551884	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:55.255407	4.66438	0.556599	0.25	0.183265	-1	-1	-1	-3.99307	
09/04/2017 07:11:55.754630	4.66827	0.554895	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:56.254538	4.66827	0.554895	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:56.753749	4.67106	0.56474	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:57.252870	4.67474	0.56474	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:57.752606	4.67474	0.56426	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:58.252521	4.67685	0.56426	0.25	0.183265	-1	-1	-1	-3.81947	
09/04/2017 07:11:58.752312	4.67685	0.580275	0.25	0.183265	-1	-1	-1	-3.99307	
09/04/2017 07:11:59.251422	4.68086	0.557274	0.3	0.183265	-1	-1	-1	-3.99307	
09/04/2017 07:11:59.751160	4.68086	0.557274	0.3	0.203246	-1	-1	-1	-3.99307	
09/04/2017 07:12:00.251119	4.68168	0.317391	0.3	0.228221	-1	-1	-1	-3.99307	
09/04/2017 07:12:00.750843	4.68168	0.317391	0.3	0.233997	-1	-1	-1	-3.81947	
09/04/2017 07:12:01.250154	4.68284	0.318948	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:01.749819	4.68284	0.558836	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:02.249620	4.68284	0.558836	0.3	0.23548	-1	-1	-1	-3.99307	
09/04/2017 07:12:02.749612	4.68374	0.572491	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:03.249320	4.68374	0.565578	0.3	0.23548	-1	-1	-1	-3.99307	
09/04/2017 07:12:03.748500	4.6864	0.564096	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:04.248205	4.6864	0.332138	0.3	0.23548	-1	-1	-1	-3.99307	
09/04/2017 07:12:04.747672	4.68511	0.33101	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:05.247322	4.68511	0.315917	0.3	0.23548	-1	-1	-1	-3.99307	
09/04/2017 07:12:05.746799	4.68733	0.314624	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:06.246674	4.68733	0.314624	0.3	0.23548	-1	-1	-1	-3.99307	
09/04/2017 07:12:06.746502	4.68813	0.561926	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:07.246217	4.68813	0.566123	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:07.746076	4.68988	0.56871	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:08.245422	4.68988	0.560014	0.3	0.23548	-1	-1	-1	-3.81947	
09/04/2017 07:12:08.745268	4.68796	0.560014	0.3	0.23548	-1	-1	-1	-3.99307	
09/04/2017 07:12:09.244472	4.68796	0.56311	0.35	0.23548	-1	-1	-1	-3.99307	
09/04/2017 07:12:09.743761	4.68944	0.56569	0.35	0.255148	-1	-1	-1	-3.99307	
09/04/2017 07:12:10.243475	4.68944	0.556458	0.35	0.280279	-1	-1	-1	-3.99307	
09/04/2017 07:12:10.743002	4.68941	0.553274	0.35	0.285977	-1	-1	-1	-3.99307	
09/04/2017 07:12:11.242727	4.68941	0.553274	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:11.742183	4.69025	0.556834	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:12.241358	4.69025	0.339631	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:12.741119	4.68939	0.339631	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:13.240924	4.68939	0.340491	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:13.740788	4.69042	0.578344	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:14.240054	4.69042	0.336906	0.35	0.287928	-1	-1	-1	-3.99307	
09/04/2017 07:12:14.739431	4.68998	0.336906	0.35	0.287928	-1	-1	-1	-3.99307	
09/04/2017 07:12:15.239196	4.68998	0.337106	0.35	0.287928	-1	-1	-1	-3.99307	
09/04/2017 07:12:15.739008	4.68991	0.562254	0.35	0.287928	-1	-1	-1	-3.99307	
09/04/2017 07:12:16.238194	4.68991	0.564249	0.35	0.287928	-1	-1	-1	-3.99307	
09/04/2017 07:12:16.737982	4.69022	0.57944	0.35	0.287928	-1	-1	-1	-3.99307	
09/04/2017 07:12:17.237162	4.69022	0.573676	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:17.736385	4.69114	0.573038	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:18.235548	4.69114	0.568671	0.35	0.287928	-1	-1	-1	-3.81947	
09/04/2017 07:12:18.735380	4.69103	0.568671	0.35	0.287928	-1	-1	-1	-3.99307	
09/04/2017 07:12:19.234691	4.69103	0.563413	0.4	0.287928	-1	-1	-1	-3.99307	
09/04/2017 07:12:19.733956	4.69049	0.559948	0.4	0.307284	-1	-1	-1	-3.99307	
09/04/2017 07:12:20.233607	4.69049	0.559948	0.4	0.332805	-1	-1	-1	-3.99307	
09/04/2017 07:12:20.733417	4.69008	0.565303	0.4	0.338737	-1	-1	-1	-3.99307	
09/04/2017 07:12:21.233368	4.69008	0.566177	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:21.733061	4.69156	0.56526	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:22.232294	4.69156	0.56526	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:22.731390	4.69179	0.572122	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:23.230573	4.69179	0.572834	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:23.730428	4.69074	0.571718	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:24.230261	4.69074	0.568055	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:24.729509	4.69102	0.568055	0.4	0.34022	-1	-1	-1	-3.99307	
09/04/2017 07:12:25.228530	4.69102	0.572807	0.4	0.34022	-1	-1	-1	-3.99307	
09/04/2017 07:12:25.727961	4.69113	0.573322	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:26.226963	4.69113	0.57183	0.4	0.34022	-1	-1	-1	-3.99307	
09/04/2017 07:12:26.726703	4.69116	0.57183	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:27.225839	4.69116	0.564556	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:27.725803	4.6905	0.564556	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:28.225263	4.6905	0.565303	0.4	0.34022	-1	-1	-1	-3.81947	
09/04/2017 07:12:28.725113	4.69082	0.565303	0.4	0.34022	-1	-1	-1	-3.99307	
09/04/2017 07:12:29.224296	4.69082	0.55866	0.45	0.34022	-1	-1	-1	-3.99307	
09/04/2017 07:12:29.724024	4.69049	0.55866	0.45	0.359732	-1	-1	-1	-3.99307	
09/04/2017 07:12:30.223347	4.69049	0.55954	0.45	0.385176	-1	-1	-1	-3.99307	
09/04/2017 07:12:30.722611	4.69058	0.575512	0.45	0.390873	-1	-1	-1	-3.99307	
09/04/2017 07:12:31.222384	4.69058	0.572223	0.45	0.392824	-1	-1	-1	-3.99307	
09/04/2017 07:12:31.721646	4.68893	0.571775	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:32.221408	4.68893	0.571775	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:32.720542	4.68803	0.574132	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:33.219740	4.68803	0.561205	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:33.719607	4.6888	0.561205	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:34.219479	4.6888	0.563164	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:34.719401	4.68931	0.577445	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:35.218681	4.68931	0.575563	0.45	0.392824	-1	-1	-1	-3.99307	
09/04/2017 07:12:35.718121	4.68965	0.575563	0.45	0.392824	-1	-1	-1	-3.99307	
09/04/2017 07:12:36.217984	4.68965	0.575587	0.45	0.392824	-1	-1	-1	-3.99307	
09/04/2017 07:12:36.717936	4.69006	0.579761	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:37.217658	4.69006	0.555535	0.45	0.392824	-1	-1	-1	-3.99307	
09/04/2017 07:12:37.717513	4.68972	0.555535	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:38.216644	4.68972	0.557138	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:38.716484	4.6899	0.578293	0.45	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:39.215769	4.6899	0.573958	0.5	0.392824	-1	-1	-1	-3.81947	
09/04/2017 07:12:39.715031	4.69002	0.573958	0.5	0.411712	-1	-1	-1	-3.99307	
09/04/2017 07:12:40.214680	4.69002	0.577813	0.5	0.437234	-1	-1	-1	-3.99307	
09/04/2017 07:12:40.714017	4.69048	0.577813	0.5	0.443321	-1	-1	-1	-3.99307	
09/04/2017 07:12:41.213308	4.69048	0.332031	0.5	0.44496	-1	-1	-1	-3.99307	
09/04/2017 07:12:41.712459	4.68959	0.332031	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:42.211592	4.68959	0.335069	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:42.711564	4.69008	0.359608	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:43.210761	4.69008	0.362224	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:43.710715	4.6908	0.563698	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:44.210360	4.6908	0.567878	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:44.710346	4.69042	0.576417	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:45.209536	4.69042	0.553454	0.5	0.44496	-1	-1	-1	-3.99307	
09/04/2017 07:12:45.708817	4.69134	0.553454	0.5	0.44496	-1	-1	-1	-3.99307	
09/04/2017 07:12:46.208738	4.69134	0.55504	0.5	0.44496	-1	-1	-1	-3.99307	
09/04/2017 07:12:46.708676	4.69033	0.559044	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:47.208354	4.69033	0.562135	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:47.708188	4.6909	0.588396	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:48.207372	4.6909	0.580786	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:48.707205	4.69071	0.578959	0.5	0.44496	-1	-1	-1	-3.81947	
09/04/2017 07:12:49.206310	4.69071	0.569175	0.55	0.44496	-1	-1	-1	-3.99307	
09/04/2017 07:12:49.705979	4.69081	0.569175	0.55	0.463848	-1	-1	-1	-3.99307	
09/04/2017 07:12:50.205163	4.69081	0.569529	0.55	0.489604	-1	-1	-1	-3.81947	
09/04/2017 07:12:50.704918	4.69032	0.571635	0.55	0.495457	-1	-1	-1	-3.99307	
09/04/2017 07:12:51.204051	4.69032	0.571635	0.55	0.497331	-1	-1	-1	-3.99307	
09/04/2017 07:12:51.703991	4.69061	0.577144	0.55	0.497331	-1	-1	-1	-3.99307	
09/04/2017 07:12:52.203294	4.69061	0.577144	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:52.703091	4.68964	0.579129	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:53.202290	4.68964	0.567003	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:53.702144	4.6908	0.567003	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:54.201926	4.6908	0.563158	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:54.701775	4.69023	0.563158	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:55.201418	4.69023	0.558146	0.55	0.497331	-1	-1	-1	-3.99307	
09/04/2017 07:12:55.700647	4.68995	0.558146	0.55	0.497331	-1	-1	-1	-3.99307	
09/04/2017 07:12:56.200399	4.68995	0.555746	0.55	0.497331	-1	-1	-1	-3.99307	
09/04/2017 07:12:56.700236	4.69041	0.555746	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:57.199514	4.69041	0.572345	0.55	0.497331	-1	-1	-1	-3.99307	
09/04/2017 07:12:57.698795	4.69055	0.572345	0.55	0.497331	-1	-1	-1	-3.99307	
09/04/2017 07:12:58.198531	4.69055	0.564235	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:58.697955	4.69034	0.564235	0.55	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:59.197660	4.69034	0.566838	0.6	0.497331	-1	-1	-1	-3.81947	
09/04/2017 07:12:59.696913	4.68938	0.566838	0.6	0.515594	-1	-1	-1	-3.99307	
09/04/2017 07:13:00.196523	4.68938	0.571199	0.6	0.541506	-1	-1	-1	-3.81947	
09/04/2017 07:13:00.696299	4.69088	0.571199	0.6	0.547437	-1	-1	-1	-3.99307	
09/04/2017 07:13:01.195901	4.69088	0.559749	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:01.695221	4.69095	0.559749	0.6	0.549779	-1	-1	-1	-3.81947	
09/04/2017 07:13:02.194475	4.69095	0.562132	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:02.693788	4.69099	0.572044	0.6	0.549779	-1	-1	-1	-3.81947	
09/04/2017 07:13:03.193557	4.69099	0.57059	0.6	0.549779	-1	-1	-1	-3.81947	
09/04/2017 07:13:03.693394	4.68948	0.57059	0.6	0.549779	-1	-1	-1	-3.81947	
09/04/2017 07:13:04.193133	4.68948	0.567248	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:04.692484	4.68945	0.567248	0.6	0.549779	-1	-1	-1	-3.81947	
09/04/2017 07:13:05.191728	4.68945	0.575564	0.6	0.549779	-1	-1	-1	-3.81947	
09/04/2017 07:13:05.691575	4.69006	0.576656	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:06.191162	4.69006	0.576656	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:06.691190	4.69031	0.579508	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:07.190417	4.69031	0.572065	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:07.690314	4.69018	0.572065	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:08.190235	4.69018	0.572585	0.6	0.549779	-1	-1	-1	-3.99307	
09/04/2017 07:13:08.689436	4.69032	0.572001	0.6	0.549779	-1	-1	-1	-3.81947	
09/04/2017 07:13:09.189070	4.69032	0.572001	0.65	0.549779	-1	-1	-1	-3.81947	
09/04/2017 07:13:09.688924	4.69118	0.575554	0.65	0.567106	-1	-1	-1	-3.99307	
09/04/2017 07:13:10.187941	4.69118	0.576942	0.65	0.59372	-1	-1	-1	-3.81947	
09/04/2017 07:13:10.687704	4.68956	0.576942	0.65	0.599808	-1	-1	-1	-3.99307	
09/04/2017 07:13:11.187423	4.68956	0.582052	0.65	0.602227	-1	-1	-1	-3.81947	
09/04/2017 07:13:11.687309	4.69002	0.581201	0.65	0.602227	-1	-1	-1	-3.99307	
09/04/2017 07:13:12.187013	4.69002	0.330907	0.65	0.602227	-1	-1	-1	-3.81947	
09/04/2017 07:13:12.686338	4.6883	0.329452	0.65	0.602227	-1	-1	-1	-3.81947	
09/04/2017 07:13:13.185483	4.6883	0.329452	0.65	0.602227	-1	-1	-1	-3.81947	
09/04/2017 07:13:13.685497	4.69025	0.568561	0.65	0.602227	-1	-1	-1	-3.81947	
09/04/2017 07:13:14.184724	4.69025	0.568561	0.65	0.602227	-1	-1	-1	-3.81947	
09/04/2017 07:13:14.684686	4.69048	0.574591	0.65	0.602227	-1	-1	-1	-3.81947	
09/04/2017 07:13:15.183864	4.69048	0.573867	0.65	0.602227	-1	-1	-1	-3.81947	
09/04/2017 07:13:15.683881	4.68961	0.571871	0.65	0.602227	-1	-1	-1	-3.99307	
09/04/2017 07:13:16.183550	4.68961	0.567136	0.65	0.602227	-1	-1	-1	-3.99307	
09/04/2017 07:13:16.683327	4.68857	0.567136	0.65	0.602227	-1	-1	-1	-3.99307	
09/04/2017 07:13:19.741067	4.68719	0.580923	0.7	0.602227	-1	-1	-1	-3.99307	
09/04/2017 07:13:20.240359	4.68719	0.585003	0.7	0.617525	-1	-1	-1	-3.81947	
09/04/2017 07:13:22.679078	4.68753	0.58444	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:23.178052	4.68753	0.576378	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:23.677294	4.68928	0.574151	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:24.177018	4.68928	0.572202	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:24.676311	4.68826	0.572202	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:25.175662	4.68826	0.569653	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:25.674840	4.68937	0.569653	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:26.174297	4.68937	0.570618	0.7	0.654519	-1	-1	-1	-3.99307	
09/04/2017 07:13:26.673687	4.68881	0.575703	0.7	0.654519	-1	-1	-1	-3.99307	
09/04/2017 07:13:27.173573	4.68881	0.303703	0.7	0.654519	-1	-1	-1	-3.99307	
09/04/2017 07:13:27.672812	4.68914	0.299496	0.7	0.654519	-1	-1	-1	-3.99307	
09/04/2017 07:13:28.172029	4.68914	0.299496	0.7	0.654519	-1	-1	-1	-3.99307	
09/04/2017 07:13:28.671476	4.68803	0.577179	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:29.170782	4.68803	0.566239	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:29.670331	4.68906	0.566239	0.7	0.654519	-1	-1	-1	-3.81947	
09/04/2017 07:13:30.169717	4.68906	0.562243	0.75	0.669817	-1	-1	-1	-3.99307	
09/04/2017 07:13:30.669534	4.68856	0.562243	0.75	0.687456	-1	-1	-1	-3.99307	
09/04/2017 07:13:31.168735	4.68856	0.56332	0.75	0.697524	-1	-1	-1	-3.99307	
09/04/2017 07:13:31.912391	4.68921	0.576934	0.75	0.707046	-1	-1	-1	-3.6458	
09/04/2017 07:13:32.412337	4.68921	0.575089	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:32.911730	4.68878	0.575089	0.75	0.707046	-1	-1	-1	-3.81947	
09/04/2017 07:13:33.411631	4.68878	0.35935	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:33.910936	4.6898	0.35935	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:34.410725	4.6898	0.361312	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:34.910520	4.68798	0.568618	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:35.409670	4.68798	0.400147	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:35.909478	4.68845	0.400147	0.75	0.707046	-1	-1	-1	-3.81947	
09/04/2017 07:13:36.408710	4.68845	0.400358	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:36.907997	4.6898	0.574605	0.75	0.707046	-1	-1	-1	-3.81947	
09/04/2017 07:13:37.407424	4.6898	0.56908	0.75	0.707046	-1	-1	-1	-3.81947	
09/04/2017 07:13:37.907304	4.69135	0.568231	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:38.406843	4.69135	0.568231	0.75	0.707046	-1	-1	-1	-3.81947	
09/04/2017 07:13:38.906673	4.6906	0.570133	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:39.406302	4.6906	0.394071	0.75	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:39.906272	4.69241	0.391708	0.8	0.707046	-1	-1	-1	-3.99307	
09/04/2017 07:13:40.405991	4.69241	0.391708	0.8	0.721406	-1	-1	-1	-3.99307	
09/04/2017 07:13:40.905843	4.69203	0.579097	0.8	0.739123	-1	-1	-1	-3.81947	
09/04/2017 07:13:41.405897	4.69203	0.579097	0.8	0.756528	-1	-1	-1	-3.81947	
09/04/2017 07:13:41.905742	4.69232	0.581729	0.8	0.759182	-1	-1	-1	-3.6458	
09/04/2017 07:13:42.405205	4.69232	0.570707	0.8	0.759182	-1	-1	-1	-3.81947	
09/04/2017 07:13:42.904480	4.69326	0.570707	0.8	0.759182	-1	-1	-1	-3.81947	
09/04/2017 07:13:43.404246	4.69326	0.56336	0.8	0.759182	-1	-1	-1	-3.81947	
09/04/2017 07:13:43.904099	4.69267	0.56336	0.8	0.759182	-1	-1	-1	-3.99307	
09/04/2017 07:13:44.403323	4.69267	0.566161	0.8	0.759182	-1	-1	-1	-3.99307	
09/04/2017 07:13:44.903161	4.69488	0.576636	0.8	0.759182	-1	-1	-1	-3.81947	
09/04/2017 07:13:45.402895	4.69488	0.565659	0.8	0.759182	-1	-1	-1	-3.99307	
09/04/2017 07:13:45.902334	4.6954	0.565659	0.8	0.759182	-1	-1	-1	-3.99307	
09/04/2017 07:13:46.402082	4.6954	0.565689	0.8	0.759182	-1	-1	-1	-3.81947	
09/04/2017 07:13:46.901447	4.69581	0.57354	0.8	0.759182	-1	-1	-1	-3.99307	
09/04/2017 07:13:47.401023	4.69581	0.375664	0.8	0.759182	-1	-1	-1	-3.81947	
09/04/2017 07:13:47.900432	4.69693	0.375	0.8	0.759182	-1	-1	-1	-3.81947	
09/04/2017 07:13:48.399597	4.69693	0.375	0.8	0.759182	-1	-1	-1	-3.99307	
09/04/2017 07:13:48.899536	4.6977	0.582473	0.8	0.759182	-1	-1	-1	-3.99307	
09/04/2017 07:13:49.398821	4.6977	0.556195	0.8	0.759182	-1	-1	-1	-3.81947	
09/04/2017 07:13:49.898201	4.69908	0.556195	0.85	0.759182	-1	-1	-1	-3.99307	
09/04/2017 07:13:50.397851	4.69908	0.559035	0.85	0.773855	-1	-1	-1	-3.99307	
09/04/2017 07:13:50.896913	4.69844	0.56912	0.85	0.791962	-1	-1	-1	-3.81947	
09/04/2017 07:13:51.396843	4.69844	0.557913	0.85	0.809054	-1	-1	-1	-3.81947	
09/04/2017 07:13:51.896046	4.70015	0.557913	0.85	0.81163	-1	-1	-1	-3.6458	
09/04/2017 07:13:52.395688	4.70015	0.561322	0.85	0.81163	-1	-1	-1	-3.81947	
09/04/2017 07:13:52.894975	4.70307	0.576783	0.85	0.81163	-1	-1	-1	-3.81947	
09/04/2017 07:13:53.394164	4.70307	0.570944	0.85	0.81163	-1	-1	-1	-3.81947	
09/04/2017 07:13:53.894122	4.7038	0.57017	0.85	0.81163	-1	-1	-1	-3.81947	
