Time	TOPUPCC:rdCur [mA]	TOPUPCC:rdCurrentB [mA]	PAHB:sDelay [ns]	PAHB:pDelay [ns]	TOPUPCC:rdEffBoostRraw [%]	TOPUP1T5G:rdEffBoostRraw []	TOPUP2T5G:rdEffBoostRraw []	
09/04/2017 04:54:09.986950	9.28136	0.554479	0.95	0.915746	34.754	0.34754	0.348674	
09/04/2017 04:54:10.986139	9.31393	0.554479	0.95	0.91637	34.754	0.34754	0.348674	
09/04/2017 04:54:11.985419	9.36741	0.555794	0.95	0.91637	37.9855	0.381363	0.379855	
09/04/2017 04:54:12.984501	9.3999	0.573327	0.95	0.91637	37.9855	0.381363	0.379855	
09/04/2017 04:54:13.983882	9.45463	0.557227	0.95	0.91637	37.9964	0.379964	0.399473	
09/04/2017 04:54:14.983551	9.48438	0.545329	0.95	0.91637	37.9964	0.379964	0.399473	
09/04/2017 04:54:15.983043	9.5328	0.570648	0.95	0.91637	33.598	0.33598	0.338727	
09/04/2017 04:54:16.982174	9.56131	0.56497	0.95	0.91637	33.598	0.33598	0.3432	
09/04/2017 04:54:17.981599	9.60866	0.555467	0.95	0.91637	34.32	0.351071	0.3432	
09/04/2017 04:54:18.980641	9.64426	0.55905	1	0.942282	35.1071	0.351071	0.401318	
09/04/2017 04:54:19.979924	9.69917	0.5752	1	0.968428	39.5757	0.395757	0.401318	
09/04/2017 04:54:20.979363	9.73227	0.555753	1	0.968428	35.8624	0.395757	0.358624	
09/04/2017 04:54:21.978454	9.77919	0.556369	1	0.968428	35.8624	0.367187	0.358624	
09/04/2017 04:54:22.978031	9.81711	0.557979	1	0.968428	36.7187	0.367187	0.374967	
09/04/2017 04:54:23.977070	9.86944	0.575376	1	0.968428	37.4967	0.3796	0.374967	
09/04/2017 04:54:24.976348	9.90576	0.573378	1	0.968428	37.96	0.3796	0.383435	
09/04/2017 04:54:25.975609	9.95648	0.562896	1	0.968428	38.3435	0.38605	0.383435	
09/04/2017 04:54:26.975168	9.98784	0.560342	1	0.968428	38.3435	0.38605	0.383435	
09/04/2017 04:54:27.974710	10.0299	0.573139	1	0.968428	31.3438	0.316975	0.313438	
09/04/2017 04:54:28.974404	10.0715	0.567625	1.05	0.994028	31.3438	0.316975	0.313438	
09/04/2017 04:54:29.973744	10.1227	0.562923	1.05	1.02017	40.7634	0.407634	0.408345	
09/04/2017 04:54:30.972900	10.1663	0.556504	1.05	1.02111	40.7634	0.407634	0.408345	
09/04/2017 04:54:31.972416	10.2209	0.570347	1.05	1.02111	42.2033	0.427744	0.422033	
09/04/2017 04:54:32.971807	10.2666	0.572792	1.05	1.02111	42.2033	0.427744	0.422033	
09/04/2017 04:54:33.971094	10.3203	0.564955	1.05	1.02111	42.3993	0.438622	0.423993	
09/04/2017 04:54:34.970558	10.3612	0.558859	1.05	1.02111	42.3993	0.438622	0.423993	
09/04/2017 04:54:35.969790	10.4105	0.560925	1.05	1.02111	40.151	0.402083	0.40151	
09/04/2017 04:54:36.969199	10.4538	0.561851	1.05	1.02111	40.151	0.402083	0.40151	
09/04/2017 04:54:37.968442	10.5008	0.558333	1.05	1.02111	40.7937	0.407937	0.410541	
09/04/2017 04:54:38.967801	10.5454	0.578478	1.1	1.04616	40.7937	0.407937	0.410541	
09/04/2017 04:54:39.966912	10.5926	0.559537	1.1	1.07293	41.3038	0.413038	0.415992	
09/04/2017 04:54:40.966712	10.6474	0.563971	1.1	1.07293	41.3038	0.413038	0.415992	
09/04/2017 04:54:41.966004	10.7011	0.539886	1.1	1.07293	49.3156	0.493156	0.502269	
09/04/2017 04:54:42.965419	10.7587	0.578134	1.1	1.07293	49.3156	0.493156	0.502269	
09/04/2017 04:54:43.964597	10.8173	0.560643	1.1	1.07293	50.5861	0.505861	0.513655	
09/04/2017 04:54:44.964159	10.8702	0.559609	1.1	1.07293	50.5861	0.505861	0.513655	
09/04/2017 04:54:45.963404	10.9202	0.560415	1.1	1.07293	45.8984	0.458984	0.464542	
09/04/2017 04:54:46.962723	10.9817	0.567823	1.1	1.07293	45.8984	0.458984	0.464542	
09/04/2017 04:54:47.962098	11.0384	0.569284	1.1	1.07293	51.5246	0.520752	0.515246	
09/04/2017 04:54:48.961601	11.0992	0.564769	1.15	1.09814	51.5246	0.520752	0.515246	
09/04/2017 04:54:49.961517	11.1538	0.554598	1.15	1.12523	51.0665	0.516255	0.510665	
09/04/2017 04:54:50.960584	11.2245	0.580533	1.15	1.12577	51.0665	0.516255	0.510665	
09/04/2017 04:54:51.960343	11.2888	0.559592	1.15	1.12577	59.5518	0.603911	0.595518	
09/04/2017 04:54:52.960024	11.3638	0.324075	1.15	1.12577	59.5518	0.603911	0.595518	
09/04/2017 04:54:53.959180	11.4292	0.573333	1.15	1.12577	61.0695	0.629663	0.610695	
09/04/2017 04:54:54.958798	11.4694	0.56856	1.15	1.12577	61.0695	0.629663	0.610695	
09/04/2017 04:54:55.958131	11.5038	0.299651	1.15	1.12577	60.0506	0.619791	0.600506	
09/04/2017 04:54:56.957450	11.5833	0.551808	1.15	1.12577	60.0506	0.619791	0.600506	
09/04/2017 04:54:57.957269	11.6447	0.574807	1.15	1.12577	61.4211	0.622143	0.614211	
09/04/2017 04:54:58.956569	11.7245	0.574547	1.2	1.15012	61.4211	0.622143	0.614211	
09/04/2017 04:54:59.955617	11.7841	0.55366	1.2	1.17268	62.1603	0.630104	0.621603	
09/04/2017 04:55:00.954692	11.8809	0.589215	1.2	1.17822	62.1603	0.630104	0.621603	
09/04/2017 04:55:01.954247	11.9553	0.57018	1.2	1.17822	73.7629	0.737629	0.753355	
09/04/2017 04:55:02.953669	12.0456	0.575893	1.2	1.17822	73.7629	0.737629	0.753355	
09/04/2017 04:55:03.952834	12.1129	0.552625	1.2	1.17822	70.664	0.713442	0.70664	
09/04/2017 04:55:04.952225	12.2062	0.565934	1.2	1.17822	70.664	0.713442	0.70664	
09/04/2017 04:55:05.951418	12.2728	0.553923	1.2	1.17822	70.8868	0.708868	0.718982	
09/04/2017 04:55:06.950788	12.3653	0.56366	1.2	1.17822	70.8868	0.708868	0.718982	
09/04/2017 04:55:07.949942	12.4276	0.544455	1.2	1.17822	70.8375	0.722201	0.708375	
09/04/2017 04:55:08.949350	12.5277	0.560353	1.25	1.20249	70.8375	0.722201	0.708375	
09/04/2017 04:55:09.949278	12.5937	0.568605	1.25	1.2245	72.7058	0.727058	0.727428	
09/04/2017 04:55:10.948708	12.7088	0.566004	1.25	1.23051	72.7058	0.727058	0.727428	
09/04/2017 04:55:11.948427	12.782	0.555757	1.25	1.23051	83.9597	0.843572	0.839597	
09/04/2017 04:55:12.947618	12.8975	0.575462	1.25	1.23051	83.9597	0.843572	0.839597	
09/04/2017 04:55:13.946975	12.9699	0.559181	1.25	1.23051	84.277	0.84277	0.84717	
09/04/2017 04:55:14.946331	13.0803	0.561852	1.25	1.23051	84.277	0.84277	0.84717	
09/04/2017 04:55:15.945658	13.1477	0.543265	1.25	1.23051	80.2827	0.807011	0.802827	
09/04/2017 04:55:16.945140	13.2716	0.563799	1.25	1.23051	80.2827	0.807011	0.802827	
09/04/2017 04:55:17.944352	13.3429	0.564315	1.25	1.23051	87.0576	0.870693	0.870576	
09/04/2017 04:55:18.943750	13.4627	0.56075	1.3	1.25447	87.0576	0.870693	0.870576	
09/04/2017 04:55:19.943714	13.529	0.540429	1.3	1.27703	86.1537	0.872108	0.861537	
09/04/2017 04:55:20.943315	13.6043	0.565478	1.3	1.28304	86.1537	0.872108	0.861537	
09/04/2017 04:55:21.942979	13.6459	0.315646	1.3	1.28304	90.8759	0.908759	0.919413	
09/04/2017 04:55:22.942429	13.7749	0.553348	1.3	1.28304	90.8759	0.908759	0.919413	
09/04/2017 04:55:23.941602	13.8438	0.568296	1.3	1.28304	86.7953	0.867953	0.872128	
09/04/2017 04:55:24.941010	13.9751	0.551244	1.3	1.28304	86.7953	0.867953	0.872128	
09/04/2017 04:55:25.940317	14.0418	0.310331	1.3	1.28304	86.9519	0.879606	0.869519	
09/04/2017 04:55:26.940281	14.1744	0.310331	1.3	1.28304	86.9519	0.879606	0.869519	
09/04/2017 04:55:27.940284	14.2391	0.57031	1.3	1.28304	86.7499	0.879514	0.867499	
09/04/2017 04:55:28.939742	14.3727	0.570506	1.35	1.30645	86.7499	0.879514	0.867499	
09/04/2017 04:55:29.938894	14.4381	0.557754	1.35	1.32932	87.1296	0.881009	0.871296	
09/04/2017 04:55:30.938044	14.5741	0.550066	1.35	1.33533	87.1296	0.881009	0.871296	
09/04/2017 04:55:31.937671	14.6383	0.571042	1.35	1.33533	86.4197	0.890185	0.864197	
09/04/2017 04:55:32.937075	14.7746	0.292334	1.35	1.33533	86.4197	0.890185	0.864197	
09/04/2017 04:55:33.936240	14.8336	0.553403	1.35	1.33533	87.7546	0.88722	0.877546	
09/04/2017 04:55:34.935484	14.973	0.565665	1.35	1.33533	87.7546	0.88722	0.877546	
09/04/2017 04:55:35.934605	15.0321	0.554569	1.35	1.33533	89.003	0.89003	0.895826	
09/04/2017 04:55:36.934147	15.1794	0.560864	1.35	1.33533	89.003	0.89003	0.895826	
09/04/2017 04:55:37.933452	15.2366	0.566394	1.35	1.33533	90.5722	0.905722	0.906605	
09/04/2017 04:55:38.933121	15.3848	0.567319	1.4	1.35875	90.5722	0.905722	0.906605	
09/04/2017 04:55:39.932563	15.4433	0.570264	1.4	1.38169	90.1637	0.903466	0.901637	
09/04/2017 04:55:40.932339	15.5896	0.568698	1.4	1.38762	90.1637	0.903466	0.901637	
09/04/2017 04:55:41.931976	15.6452	0.568191	1.4	1.38762	88.6735	0.896293	0.886735	
09/04/2017 04:55:42.931189	15.7983	0.570455	1.4	1.38762	89.6293	0.896293	0.900985	
09/04/2017 04:55:43.930581	15.8525	0.566578	1.4	1.38762	90.0985	0.907375	0.900985	
09/04/2017 04:55:44.929597	16.0049	0.557224	1.4	1.38762	90.0985	0.907375	0.917726	
09/04/2017 04:55:45.928953	16.0567	0.557224	1.4	1.38762	91.7726	0.928507	0.917726	
09/04/2017 04:55:46.928053	16.214	0.575542	1.4	1.38762	91.7726	0.928507	0.917726	
09/04/2017 04:55:47.927661	16.2658	0.567087	1.4	1.38762	90.5979	0.926979	0.905979	
09/04/2017 04:55:48.927120	16.4243	0.559937	1.45	1.41034	90.5979	0.926979	0.905979	
09/04/2017 04:55:49.926134	16.4752	0.575021	1.45	1.43375	90.0238	0.910201	0.900238	
09/04/2017 04:55:50.925819	16.6272	0.574964	1.45	1.43999	90.0238	0.910201	0.900238	
09/04/2017 04:55:51.925457	16.6726	0.565991	1.45	1.43999	86.491	0.878585	0.86491	
09/04/2017 04:55:52.925344	16.8304	0.569982	1.45	1.43999	86.491	0.878585	0.86491	
09/04/2017 04:55:53.924650	16.8775	0.577548	1.45	1.43999	88.0171	0.880171	0.88242	
09/04/2017 04:55:54.924013	17.0389	0.564417	1.45	1.43999	88.0171	0.880171	0.88242	
09/04/2017 04:55:55.923140	17.0859	0.570984	1.45	1.43999	90.7612	0.916851	0.907612	
09/04/2017 04:55:56.922434	17.2492	0.560175	1.45	1.43999	90.7612	0.916851	0.907612	
09/04/2017 04:55:57.922432	17.2938	0.576177	1.45	1.43999	89.9718	0.908136	0.899718	
09/04/2017 04:55:58.921809	17.4611	0.582723	1.5	1.46278	89.9718	0.908136	0.899718	
09/04/2017 04:55:59.920834	17.5053	0.571225	1.5	1.48604	92.1973	0.925185	0.921973	
09/04/2017 04:56:00.920495	17.6748	0.569669	1.5	1.49244	92.1973	0.925185	0.921973	
09/04/2017 04:56:01.920054	17.7157	0.574665	1.5	1.49244	91.5394	0.922738	0.915394	
09/04/2017 04:56:02.919477	17.8872	0.575873	1.5	1.49244	91.5394	0.922738	0.915394	
09/04/2017 04:56:03.918675	17.9258	0.567642	1.5	1.49244	91.3259	0.913259	0.923192	
09/04/2017 04:56:04.918051	18.0968	0.568697	1.5	1.49244	91.3259	0.913259	0.923192	
09/04/2017 04:56:05.917146	18.1348	0.578022	1.5	1.49244	89.8643	0.898643	0.904132	
09/04/2017 04:56:06.916502	18.3043	0.574035	1.5	1.49244	89.8643	0.898643	0.904132	
09/04/2017 04:56:07.915706	18.3383	0.559396	1.5	1.49244	90.9369	0.926438	0.909369	
09/04/2017 04:56:08.915031	18.5173	0.572245	1.55	1.51461	90.9369	0.926438	0.909369	
09/04/2017 04:56:09.915019	18.5526	0.578327	1.55	1.53794	92.6843	0.926843	0.929436	
09/04/2017 04:56:10.914766	18.7303	0.567088	1.55	1.54466	92.6843	0.926843	0.929436	
09/04/2017 04:56:11.914357	18.7623	0.562506	1.55	1.54466	92.7333	0.927333	0.934217	
09/04/2017 04:56:12.913903	18.9435	0.571229	1.55	1.54466	92.7333	0.927333	0.934217	
09/04/2017 04:56:13.913252	18.9754	0.573733	1.55	1.54466	93.2514	0.933864	0.932514	
09/04/2017 04:56:14.912636	19.1517	0.567543	1.55	1.54466	93.2514	0.933864	0.932514	
09/04/2017 04:56:15.911871	19.1803	0.56308	1.55	1.54466	90.8587	0.91459	0.908587	
09/04/2017 04:56:16.911117	19.3627	0.563542	1.55	1.54466	90.8587	0.91459	0.908587	
09/04/2017 04:56:17.910355	19.3914	0.568284	1.55	1.54466	92.737	0.933267	0.92737	
09/04/2017 04:56:18.909765	19.5728	0.5642	1.6	1.56596	92.737	0.933267	0.92737	
09/04/2017 04:56:19.909306	19.5992	0.552738	1.6	1.59024	93.0955	0.935065	0.930955	
09/04/2017 04:56:20.909120	19.7892	0.569352	1.6	1.5971	93.0955	0.935065	0.930955	
09/04/2017 04:56:21.908664	19.8149	0.560581	1.6	1.5971	95.6173	0.960302	0.956173	
09/04/2017 04:56:22.907949	20.005	0.557772	1.6	1.5971	95.6173	0.960302	0.956173	
09/04/2017 04:56:23.907134	20.0277	0.555086	1.6	1.5971	95.9223	0.960048	0.959223	
09/04/2017 04:56:24.906525	20.223	0.570975	1.6	1.5971	95.9223	0.960048	0.959223	
09/04/2017 04:56:25.905744	20.2447	0.561957	1.6	1.5971	96.7157	0.967157	0.974083	
09/04/2017 04:56:26.905002	20.4427	0.566125	1.6	1.5971	96.7157	0.967157	0.974083	
09/04/2017 04:56:27.904315	20.4615	0.565735	1.6	1.5971	95.7011	0.957011	0.964083	
09/04/2017 04:56:28.903835	20.6604	0.571362	1.65	1.61763	95.7011	0.957011	0.964083	
09/04/2017 04:56:29.903783	20.6798	0.557499	1.65	1.64229	96.959	0.96959	0.978208	
09/04/2017 04:56:30.903206	20.886	0.556599	1.65	1.64955	96.959	0.96959	0.978208	
09/04/2017 04:56:31.903046	20.9029	0.573816	1.65	1.64955	97.1768	0.982502	0.971768	
09/04/2017 04:56:32.902421	21.1074	0.371116	1.65	1.64955	97.1768	0.982502	0.971768	
09/04/2017 04:56:33.901608	21.1234	0.566473	1.65	1.64955	96.5818	0.967404	0.965818	
09/04/2017 04:56:34.900990	21.3324	0.562753	1.65	1.64955	96.5818	0.967404	0.965818	
09/04/2017 04:56:35.900301	21.3451	0.565993	1.65	1.64955	96.1611	0.982417	0.961611	
09/04/2017 04:56:36.900206	21.5563	0.563856	1.65	1.64955	96.1611	0.982417	0.961611	
09/04/2017 04:56:37.899513	21.568	0.569142	1.65	1.64955	96.8433	0.990922	0.968433	
09/04/2017 04:56:38.898845	21.7802	0.573791	1.7	1.66977	96.8433	0.990922	0.968433	
09/04/2017 04:56:39.898866	21.7902	0.564379	1.7	1.69482	97.5229	0.975229	0.976011	
09/04/2017 04:56:40.898590	22.0014	0.553743	1.7	1.70185	97.5229	0.975229	0.976011	
09/04/2017 04:56:41.898153	22.0126	0.559322	1.7	1.70185	97.6329	0.984003	0.976329	
09/04/2017 04:56:42.897516	22.2312	0.569932	1.7	1.70185	97.6329	0.984003	0.976329	
09/04/2017 04:56:43.896836	22.2372	0.570393	1.7	1.70185	97.2461	0.991659	0.972461	
09/04/2017 04:56:44.896158	22.4544	0.570748	1.7	1.70185	97.2461	0.991659	0.972461	
09/04/2017 04:56:45.895506	22.4596	0.560524	1.7	1.70185	98.4374	0.984374	0.987299	
09/04/2017 04:56:46.895152	22.6785	0.574503	1.7	1.70185	98.4374	0.984374	0.987299	
09/04/2017 04:56:47.894700	22.6803	0.564595	1.7	1.70185	97.1967	0.980858	0.971967	
09/04/2017 04:56:48.894300	22.8993	0.56535	1.75	1.72206	97.1967	0.980858	0.971967	
09/04/2017 04:56:49.894147	22.9001	0.557269	1.75	1.74696	98.6826	0.986826	0.987908	
09/04/2017 04:56:50.893210	23.1216	0.574657	1.75	1.75414	98.6826	0.986826	0.987908	
09/04/2017 04:56:51.893064	23.1223	0.565751	1.75	1.75414	97.8469	0.981453	0.978469	
09/04/2017 04:56:52.906774	23.334	0.563399	1.75	1.75414	97.8469	0.981453	0.978469	
09/04/2017 04:56:53.906034	23.3331	0.543123	1.75	1.75414	96.3565	0.980198	0.963565	
09/04/2017 04:56:54.905494	23.5545	0.569706	1.75	1.75414	96.3565	0.980198	0.963565	
09/04/2017 04:56:55.904821	23.5547	0.564862	1.75	1.75414	97.716	0.97716	0.986153	
09/04/2017 04:56:56.904333	23.7687	0.548564	1.75	1.75414	97.716	0.97716	0.986153	
09/04/2017 04:56:57.903615	23.7685	0.544133	1.75	1.75414	98.0545	0.980806	0.980545	
09/04/2017 04:56:58.902922	23.9872	0.571604	1.8	1.77459	98.0545	0.980806	0.980545	
09/04/2017 04:56:59.902054	23.9858	0.552444	1.8	1.79902	98.6773	0.995265	0.986773	
09/04/2017 04:57:00.901878	24.2042	0.555262	1.8	1.80674	98.6773	0.995265	0.986773	
09/04/2017 04:57:01.901655	24.204	0.575431	1.8	1.80674	94.8868	0.953061	0.948868	
09/04/2017 04:57:02.901150	24.365	0.570251	1.8	1.80674	94.8868	0.953061	0.948868	
09/04/2017 04:57:03.900351	24.3652	0.424582	1.8	1.80674	93.4783	0.934783	0.943052	
09/04/2017 04:57:04.899604	24.5801	0.557487	1.8	1.80674	93.4783	0.934783	0.943052	
09/04/2017 04:57:05.898882	24.5801	0.577293	1.8	1.80674	93.0093	0.931178	0.930093	
09/04/2017 04:57:06.898611	24.7964	0.561781	1.8	1.80674	93.0093	0.931178	0.930093	
09/04/2017 04:57:07.897990	24.7971	0.56382	1.8	1.80674	96.2781	0.962781	0.963756	
09/04/2017 04:57:08.897133	25.0162	0.547358	1.85	1.82586	96.2781	0.962781	0.963756	
09/04/2017 04:57:09.896196	25.016	0.573676	1.85	1.85131	95.7818	0.962438	0.957818	
09/04/2017 04:57:10.895700	25.2217	0.563442	1.85	1.8588	95.7818	0.962438	0.957818	
09/04/2017 04:57:11.895296	25.222	0.552781	1.85	1.8588	92.2357	0.930297	0.922357	
09/04/2017 04:57:12.895037	25.4294	0.548301	1.85	1.8588	92.2357	0.930297	0.922357	
09/04/2017 04:57:13.894395	25.4296	0.568613	1.85	1.8588	91.4619	0.919903	0.914619	
09/04/2017 04:57:14.893709	25.6324	0.573099	1.85	1.8588	91.4619	0.919903	0.914619	
09/04/2017 04:57:15.892736	25.6321	0.561306	1.85	1.8588	89.7296	0.899847	0.897296	
09/04/2017 04:57:16.892399	25.8375	0.572416	1.85	1.8588	89.7296	0.899847	0.897296	
09/04/2017 04:57:17.891649	25.8372	0.56689	1.85	1.8588	90.045	0.90045	0.908556	
09/04/2017 04:57:18.891528	26.0317	0.560439	1.9	1.87753	90.045	0.90045	0.908556	
09/04/2017 04:57:19.890647	26.0323	0.554536	1.9	1.90321	86.7544	0.867544	0.890357	
09/04/2017 04:57:20.890422	26.226	0.575913	1.9	1.91109	86.7544	0.867544	0.890357	
09/04/2017 04:57:21.890342	26.2253	0.560015	1.9	1.91109	86.3383	0.863383	0.865055	
09/04/2017 04:57:22.889867	26.4153	0.565185	1.9	1.91109	86.3383	0.863383	0.865055	
09/04/2017 04:57:23.889461	26.4158	0.557816	1.9	1.91109	85.3663	0.853663	0.856171	
09/04/2017 04:57:24.888907	26.6168	0.577144	1.9	1.91109	85.3663	0.853663	0.856171	
09/04/2017 04:57:25.887946	26.617	0.57581	1.9	1.91109	87.7722	0.877722	0.880073	
09/04/2017 04:57:26.887326	26.8195	0.566689	1.9	1.91109	87.7722	0.877722	0.880073	
09/04/2017 04:57:27.886531	26.8196	0.551204	1.9	1.91109	90.2292	0.902292	0.92126	
09/04/2017 04:57:28.886067	27.0252	0.580098	1.95	1.92951	90.2292	0.902292	0.92126	
09/04/2017 04:57:29.885486	27.0239	0.562172	1.95	1.95566	91.0266	0.910266	0.914314	
09/04/2017 04:57:30.885255	27.2288	0.57412	1.95	1.96377	91.0266	0.910266	0.914314	
09/04/2017 04:57:31.884869	27.2312	0.562261	1.95	1.96377	91.041	0.91041	0.91435	
09/04/2017 04:57:32.884136	27.4382	0.57921	1.95	1.96377	91.041	0.91041	0.91435	
09/04/2017 04:57:33.883303	27.4376	0.571337	1.95	1.96377	89.8171	0.906659	0.898171	
09/04/2017 04:57:34.882718	27.6378	0.554374	1.95	1.96377	89.8171	0.906659	0.898171	
09/04/2017 04:57:35.881816	27.6382	0.562282	1.95	1.96377	88.6135	0.886135	0.886798	
09/04/2017 04:57:36.881128	27.8376	0.574965	1.95	1.96377	88.6135	0.886135	0.886798	
09/04/2017 04:57:37.880452	27.8382	0.565054	1.95	1.96377	87.7844	0.878361	0.877844	
09/04/2017 04:57:38.879813	28.0364	0.569739	2	1.98173	87.7844	0.878361	0.877844	
09/04/2017 04:57:39.878986	28.0359	0.570161	2	2.00811	86.9501	0.869501	0.870741	
09/04/2017 04:57:40.878748	28.2441	0.561413	2	2.01607	86.9501	0.869501	0.870741	
09/04/2017 04:57:41.878476	28.2456	0.572578	2	2.01607	91.3206	0.913206	0.914353	
09/04/2017 04:57:42.877733	28.4547	0.562096	2	2.01607	91.3206	0.913206	0.914353	
09/04/2017 04:57:43.876931	28.4544	0.573802	2	2.01607	90.9147	0.921463	0.909147	
09/04/2017 04:57:44.876146	28.656	0.566876	2	2.01607	90.9147	0.921463	0.909147	
09/04/2017 04:57:45.875434	28.6559	0.567762	2	2.01607	87.7979	0.877979	0.891767	
09/04/2017 04:57:46.874941	28.8519	0.569556	2	2.01607	87.7979	0.877979	0.891767	
09/04/2017 04:57:47.874111	28.8525	0.571912	2	2.01607	85.4264	0.854264	0.854302	
09/04/2017 04:57:48.873523	29.0472	0.563303	2.05	2.03371	85.4264	0.854264	0.854302	
09/04/2017 04:57:49.872634	29.0472	0.550594	2.05	2.05977	88.0628	0.881754	0.880628	
09/04/2017 04:57:50.872487	29.2463	0.573486	2.05	2.06851	88.0628	0.881754	0.880628	
09/04/2017 04:57:51.872139	29.2451	0.566622	2.05	2.06851	87.8381	0.880229	0.878381	
09/04/2017 04:57:52.871560	29.4382	0.562491	2.05	2.06851	87.8381	0.880229	0.878381	
09/04/2017 04:57:53.870813	29.4393	0.555797	2.05	2.06851	86.685	0.86685	0.86899	
09/04/2017 04:57:54.870328	29.5539	0.579565	2.05	2.06851	86.685	0.86685	0.86899	
09/04/2017 04:57:55.869574	29.5541	0.326536	2.05	2.06851	86.8026	0.894204	0.868026	
09/04/2017 04:57:56.869114	29.7491	0.569233	2.05	2.06851	86.8026	0.894204	0.868026	
09/04/2017 04:57:57.868481	29.75	0.561978	2.05	2.06851	86.7698	0.875417	0.867698	
09/04/2017 04:57:58.867927	29.9426	0.326607	2.05	2.06851	86.7698	0.875417	0.867698	
09/04/2017 04:57:59.867197	29.9425	0.551228	2.05	2.06851	86.0295	0.88318	0.860295	
09/04/2017 04:58:00.866644	30.1425	0.565159	2.05	2.06851	86.0295	0.88318	0.860295	
09/04/2017 04:58:01.865947	30.1432	0.577091	2.05	2.06851	86.3932	0.86624	0.863932	
09/04/2017 04:58:02.865224	30.337	0.575037	2.05	2.06851	86.3932	0.86624	0.863932	
09/04/2017 04:58:03.864543	30.3375	0.577277	2.05	2.06851	83.5105	0.848255	0.835105	
09/04/2017 04:58:04.863871	30.5276	0.556668	2.05	2.06851	83.5105	0.848255	0.835105	
09/04/2017 04:58:05.863165	30.5273	0.577092	2.05	2.06851	82.4151	0.826301	0.824151	
09/04/2017 04:58:06.862570	30.7201	0.565169	2.05	2.06851	82.4151	0.826301	0.824151	
09/04/2017 04:58:07.861749	30.7201	0.566963	2.05	2.06851	85.4201	0.854981	0.854201	
09/04/2017 04:58:08.861009	30.9193	0.550856	2.05	2.06851	85.4201	0.854981	0.854201	
09/04/2017 04:58:09.860702	30.9188	0.565084	2.05	2.06851	87.6696	0.881628	0.876696	
09/04/2017 04:58:10.859741	30.9188	0.575158	2.05	2.06851	87.6696	0.881628	0.876696	
09/04/2017 04:58:11.859635	31.1193	0.567047	2.05	2.06851	87.974	0.888099	0.87974	
09/04/2017 04:58:12.859019	31.3145	0.586044	2.05	2.06851	87.974	0.888099	0.87974	
09/04/2017 04:58:13.858217	31.3115	0.560802	2.05	2.06851	84.2896	0.864488	0.842896	
09/04/2017 04:58:14.857590	31.5045	0.409521	2.05	2.06851	84.2896	0.864488	0.842896	
09/04/2017 04:58:15.856712	31.5049	0.560824	2.05	2.06851	85.4013	0.854013	0.860916	
09/04/2017 04:58:16.856419	31.687	0.569404	2.05	2.06851	85.4013	0.854013	0.860916	
09/04/2017 04:58:17.855562	31.6864	0.565058	2.05	2.06851	79.6776	0.803473	0.796776	
09/04/2017 04:58:18.854809	31.8853	0.564567	2.05	2.06851	79.6776	0.803473	0.796776	
09/04/2017 04:58:19.854089	31.8863	0.565328	2.05	2.06851	86.7872	0.890939	0.867872	
09/04/2017 04:58:20.853468	32.0822	0.574755	2.05	2.06851	86.7872	0.890939	0.867872	
09/04/2017 04:58:21.852722	32.0828	0.567177	2.05	2.06851	86.3997	0.872574	0.863997	
09/04/2017 04:58:22.852058	32.0828	0.566075	2.05	2.06851	86.3997	0.872574	0.863997	
09/04/2017 04:58:23.851171	32.2831	0.563062	2.05	2.06851	88.6047	0.886047	0.89047	
09/04/2017 04:58:24.850812	32.2831	0.56816	2.05	2.06851	88.6047	0.886047	0.89047	
09/04/2017 04:58:25.850113	32.4823	0.558485	2.05	2.06851	89.2044	0.892044	0.894131	
09/04/2017 04:58:26.849883	32.4823	0.559392	2.05	2.06851	89.2044	0.892044	0.894131	
09/04/2017 04:58:27.849596	32.6796	0.569574	2.05	2.06851	86.8548	0.872218	0.868548	
09/04/2017 04:58:28.849543	32.8706	0.571152	2.05	2.06851	86.8548	0.872218	0.868548	
09/04/2017 04:58:29.849498	32.8706	0.560577	2.05	2.06851	84.6397	0.856975	0.846397	
09/04/2017 04:58:30.848798	32.8706	0.56693	2.05	2.06851	84.6397	0.856975	0.846397	
09/04/2017 04:58:31.848211	33.0737	0.573292	2.05	2.06851	88.2095	0.882095	0.889058	
09/04/2017 04:58:32.847878	33.0724	0.565396	2.05	2.06851	88.2095	0.882095	0.889058	
09/04/2017 04:58:33.847043	33.2662	0.564762	2.05	2.06851	85.8608	0.860663	0.858608	
09/04/2017 04:58:34.846309	33.2656	0.400764	2.05	2.06851	85.8608	0.860663	0.858608	
09/04/2017 04:58:35.845479	33.4683	0.575606	2.05	2.06851	87.5864	0.877483	0.875864	
09/04/2017 04:58:36.845274	33.4672	0.56737	2.05	2.06851	87.5864	0.877483	0.875864	
09/04/2017 04:58:37.844604	33.6605	0.557471	2.05	2.06851	86.5088	0.865088	0.868545	
09/04/2017 04:58:38.843873	33.8581	0.582439	2.05	2.06851	86.5088	0.865088	0.868545	
09/04/2017 04:58:39.842967	33.8577	0.563497	2.05	2.06851	88.2533	0.88364	0.882533	
09/04/2017 04:58:40.842179	34.048	0.557931	2.05	2.06851	88.2533	0.88364	0.882533	
